Policy_ID,Customer_ID,Agent_ID,Product,Branch,Policy_Start_Date,Policy_End_Date,Premium,Sum_Insured,Policy_Status,Customer_Name,City,State,Source_File,Policy_Duration_Days,Premium_Band,Data_Quality_Flag
POL002227,CUST00029,AG097,Commercial Property,East,2025-01-25,2026-01-25,348051.0,10441530,Expired,Ojas Prashad,Kolkata,Andhra Pradesh,East_Travel.xlsx,365,Very High,OK
POL002011,CUST01989,AG066,Motor,East,2025-01-24,2026-01-24,9922.0,476256,Cancelled,Yachana Shan,Jaipur,Punjab,East_Travel.xlsx,365,Low,OK
POL005924,CUST00488,AG057,Marine,East,2025-01-24,2026-01-24,125605.0,3014520,Active,Gaurangi Sidhu,Mumbai,Punjab,East_Travel.xlsx,365,Very High,OK
POL008154,CUST01889,AG058,Travel,East,2025-01-23,2026-01-23,17521.0,1208949,Renewed,Dipta Bhakta,Pune,Uttar Pradesh,East_Travel.xlsx,365,Medium,OK
POL008536,CUST02110,AG108,Motor,East,2025-01-23,2026-01-23,12234.0,831912,Active,Caleb Nagi,Delhi,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL004930,CUST00691,AG050,Marine,East,2025-01-21,2026-01-21,35902.0,1560660,Cancelled,Om Chacko,Jaipur,Nagaland,East_Travel.xlsx,365,Medium,OK
POL003322,CUST02755,AG112,Home,East,2025-01-21,2026-01-21,17237.0,1534093,Renewed,Ucchal Singhal,Hyderabad,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL000632,CUST00216,AG079,Commercial Property,East,2025-01-21,2026-01-21,408041.0,38763895,Lapsed,Nisha Keer,Pune,Karnataka,East_Travel.xlsx,365,Very High,OK
POL008023,CUST00232,AG094,Commercial Property,East,2025-01-21,2026-01-21,623635.0,14343605,Active,Xiti Goda,Ahmedabad,Madhya Pradesh,East_Travel.xlsx,365,Ultra High,OK
POL007814,CUST01188,AG073,Home,East,2025-01-19,2026-01-19,16075.0,1607500,Active,Qasim Kohli,Bhubaneswar,Tripura,East_Travel.xlsx,365,Medium,OK
POL000591,CUST02998,AG020,Marine,East,2025-01-19,2026-01-19,197093.0,13796510,Renewed,Yug Zacharia,Ahmedabad,Odisha,East_Travel.xlsx,365,Very High,OK
POL006859,CUST00904,AG090,Motor,East,2025-01-19,2026-01-19,22885.0,2013880,Renewed,Vasatika Mangal,Ahmedabad,Haryana,East_Travel.xlsx,365,Medium,OK
POL008852,CUST01648,AG049,Travel,East,2025-01-19,2026-01-19,8773.0,552699,Expired,Harsh Gopal,Mumbai,Tamil Nadu,East_Travel.xlsx,365,Low,OK
POL005004,CUST02184,AG030,Home,East,2025-01-19,2026-01-19,40375.0,2543625,Active,Keya Samra,Patna,Sikkim,East_Travel.xlsx,365,Medium,OK
POL004051,CUST02586,AG050,Travel,East,2025-01-18,2026-01-18,11792.0,412720,Renewed,Om Ravi,Chennai,Himachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL000668,CUST01164,AG098,Travel,East,2025-01-17,2026-01-17,8027.0,642160,Renewed,Lopa Goel,Pune,Rajasthan,East_Travel.xlsx,365,Low,OK
POL008388,CUST02934,AG029,Marine,East,2025-01-16,2026-01-16,156966.0,12871212,Active,Rachana Patil,Hyderabad,Karnataka,East_Travel.xlsx,365,Very High,OK
POL007984,CUST01553,AG052,Travel,East,2025-01-15,2026-01-15,13707.0,863541,Cancelled,Jackson Nagi,Chennai,Maharashtra,East_Travel.xlsx,365,Medium,OK
POL000938,CUST01520,AG073,Marine,East,2025-01-15,2026-01-15,72436.0,5722444,Lapsed,Vasana Narayanan,Hyderabad,Goa,East_Travel.xlsx,365,High,OK
POL003405,CUST00077,AG072,Home,East,2025-01-14,2026-01-14,42288.0,2833296,Lapsed,Henry Kibe,Chennai,Himachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL008199,CUST02705,AG003,Commercial Property,East,2025-01-13,2026-01-13,736900.0,71479300,Active,Amaira Pillay,Chandigarh,Goa,East_Travel.xlsx,365,Ultra High,OK
POL002378,CUST02814,AG090,Marine,East,2025-01-12,2026-01-12,21296.0,1916640,Cancelled,Omya Kunda,Ahmedabad,Telangana,East_Travel.xlsx,365,Medium,OK
POL006921,CUST02527,AG023,Travel,East,2025-01-12,2026-01-12,3806.0,323510,Lapsed,Qushi Palla,Bangalore,Goa,East_Travel.xlsx,365,Low,OK
POL005836,CUST02592,AG045,Commercial Property,East,2025-01-11,2026-01-11,175245.0,5783085,Active,Tarak Jani,Chennai,Nagaland,East_Travel.xlsx,365,Very High,OK
POL003567,CUST01562,AG119,Home,East,2025-01-11,2026-01-11,39119.0,3285996,Cancelled,Unknown,Patna,Manipur,East_Travel.xlsx,365,Medium,Review
POL003374,CUST00877,AG063,Home,East,2025-01-11,2026-01-11,22600.0,1175200,Active,Tarak Reddy,Kolkata,Maharashtra,East_Travel.xlsx,365,Medium,OK
POL001900,CUST00743,AG077,Travel,East,2025-01-11,2026-01-11,10990.0,714350,Cancelled,Aarini Khare,Bangalore,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL000225,CUST02553,AG016,Marine,East,2025-01-11,2026-01-11,70897.0,6026245,Lapsed,Zansi Raghavan,Bhubaneswar,Rajasthan,East_Travel.xlsx,365,High,OK
POL009742,CUST01561,AG089,Home,East,2025-01-10,2026-01-10,33192.0,962568,Expired,Nidra Anand,Bangalore,Odisha,East_Travel.xlsx,365,Medium,OK
POL009662,CUST01101,AG096,Marine,East,2025-01-09,2026-01-09,101245.0,9618275,Active,Girindra Kara,Ahmedabad,Rajasthan,East_Travel.xlsx,365,Very High,OK
POL008297,CUST01123,AG090,Home,East,2025-01-09,2026-01-09,29706.0,2911188,Renewed,Qushi Rao,Pune,Kerala,East_Travel.xlsx,365,Medium,OK
POL006796,CUST01512,AG040,Travel,East,2025-01-09,2026-01-09,2168.0,127912,Renewed,Aadi Solanki,Delhi,West Bengal,East_Travel.xlsx,365,Low,OK
POL002794,CUST00848,AG041,Home,East,2025-01-08,2026-01-08,42866.0,900186,Renewed,Nidra Comar,Ahmedabad,Bihar,East_Travel.xlsx,365,Medium,OK
POL001029,CUST00313,AG040,Motor,East,2025-01-06,2026-01-06,29093.0,814604,Cancelled,Priya Rattan,Chennai,Goa,East_Travel.xlsx,365,Medium,OK
POL007079,CUST01960,AG062,Home,East,2025-01-06,2026-01-06,51557.0,3918332,Expired,Henry Kunda,Bangalore,Maharashtra,East_Travel.xlsx,365,High,OK
POL004021,CUST02966,AG097,Marine,East,2025-01-06,2026-01-06,63548.0,2605468,Active,Priya Dua,Jaipur,Odisha,East_Travel.xlsx,365,High,OK
POL004635,CUST02350,AG110,Commercial Property,East,2025-01-05,2026-01-05,316617.0,31028466,Active,Qushi Shetty,Ahmedabad,Tripura,East_Travel.xlsx,365,Very High,OK
POL000925,CUST00595,AG104,Motor,East,2025-01-05,2026-01-05,19572.0,1350468,Renewed,Jagvi Borah,Delhi,Nagaland,East_Travel.xlsx,365,Medium,OK
POL001045,CUST02599,AG045,Travel,East,2025-01-04,2026-01-04,5966.0,137218,Lapsed,Harsh Bajaj,Jaipur,Manipur,East_Travel.xlsx,365,Low,OK
POL000236,CUST00487,AG011,Commercial Property,East,2025-01-03,2026-01-03,694226.0,51372724,Cancelled,Ikbal Pingle,Jaipur,Punjab,East_Travel.xlsx,365,Ultra High,OK
POL004127,CUST00747,AG101,Home,East,2025-01-01,2026-01-01,54739.0,3503296,Cancelled,Janani Dhar,Bhubaneswar,Bihar,East_Travel.xlsx,365,High,OK
POL007412,CUST01223,AG010,Commercial Property,East,2025-01-01,2026-01-01,705119.0,64165829,Cancelled,Jyoti Jha,Delhi,Jharkhand,East_Travel.xlsx,365,Ultra High,OK
POL003955,CUST01876,AG048,Motor,East,2024-12-31,2025-12-31,12916.0,994532,Renewed,Nisha Uppal,Chandigarh,West Bengal,East_Travel.xlsx,365,Medium,OK
POL007951,CUST02809,AG087,Motor,East,2024-12-29,2025-12-29,38207.0,3629665,Cancelled,David Banik,Ahmedabad,Jharkhand,East_Travel.xlsx,365,Medium,OK
POL008087,CUST02709,AG013,Home,East,2024-12-29,2025-12-29,8621.0,275872,Lapsed,Ijaya Din,Ahmedabad,Mizoram,East_Travel.xlsx,365,Low,OK
POL004798,CUST01033,AG007,Travel,East,2024-12-28,2025-12-28,8015.0,256480,Active,Amruta Ahluwalia,Mumbai,Goa,East_Travel.xlsx,365,Low,OK
POL009613,CUST02458,AG080,Commercial Property,East,2024-12-28,2025-12-28,900808.0,89179992,Active,Theodore Kari,Bhubaneswar,Kerala,East_Travel.xlsx,365,Ultra High,OK
POL001857,CUST02388,AG073,Motor,East,2024-12-28,2025-12-28,15798.0,426546,Active,Jeet Bir,Pune,Rajasthan,East_Travel.xlsx,365,Medium,OK
POL008624,CUST00239,AG120,Marine,East,2024-12-25,2025-12-25,131568.0,3683904,Lapsed,Advika Mukherjee,Chennai,Assam,East_Travel.xlsx,365,Very High,OK
POL001572,CUST00865,AG103,Commercial Property,East,2024-12-25,2025-12-25,500212.0,48520564,Renewed,Aarnav Aggarwal,Jaipur,Maharashtra,East_Travel.xlsx,365,Ultra High,OK
POL002029,CUST02915,AG070,Home,East,2024-12-25,2025-12-25,47305.0,3074825,Lapsed,Girindra Tara,Hyderabad,Rajasthan,East_Travel.xlsx,365,Medium,OK
POL004457,CUST02654,AG025,Commercial Property,East,2024-12-24,2025-12-24,162227.0,12815933,Active,Ronith Sankar,Hyderabad,Odisha,East_Travel.xlsx,365,Very High,OK
POL003193,CUST00679,AG052,Home,East,2024-12-24,2025-12-24,55068.0,2092584,Lapsed,Nidra Garg,Delhi,Andhra Pradesh,East_Travel.xlsx,365,High,OK
POL007409,CUST01320,AG109,Home,East,2024-12-24,2025-12-24,62774.0,4456954,Renewed,Ronith Goel,Jaipur,Nagaland,East_Travel.xlsx,365,High,OK
POL004741,CUST00785,AG017,Marine,East,2024-12-23,2025-12-23,63012.0,2646504,Lapsed,Chaaya Dhillon,Bhubaneswar,Goa,East_Travel.xlsx,365,High,OK
POL000423,CUST00012,AG051,Home,East,2024-12-23,2025-12-23,46079.0,3778478,Renewed,Ronith Shanker,Kolkata,Haryana,East_Travel.xlsx,365,Medium,OK
POL005486,CUST02442,AG084,Marine,East,2024-12-22,2025-12-22,151653.0,4094631,Expired,Charles Borra,Hyderabad,Goa,East_Travel.xlsx,365,Very High,OK
POL009823,CUST00276,AG040,Home,East,2024-12-21,2025-12-21,60936.0,2924928,Cancelled,Anamika Srinivasan,Kolkata,Haryana,East_Travel.xlsx,365,High,OK
POL006134,CUST02342,AG076,Home,East,2024-12-21,2025-12-21,30924.0,989568,Lapsed,Matthew Karpe,Mumbai,Maharashtra,East_Travel.xlsx,365,Medium,OK
POL002089,CUST02120,AG108,Commercial Property,East,2024-12-21,2025-12-21,316658.0,20266112,Renewed,Ubika Malhotra,Kolkata,Kerala,East_Travel.xlsx,365,Very High,OK
POL006413,CUST02426,AG110,Travel,East,2024-12-20,2025-12-20,10345.0,527595,Expired,Brijesh Handa,Delhi,Haryana,East_Travel.xlsx,365,Medium,OK
POL004599,CUST02090,AG115,Travel,East,2024-12-20,2025-12-20,1442.0,131222,Lapsed,Manbir Rattan,Mumbai,Uttar Pradesh,East_Travel.xlsx,365,Low,OK
POL003245,CUST02074,AG023,Motor,East,2024-12-19,2025-12-19,25050.0,1252500,Lapsed,Kashvi Wason,Bhubaneswar,Assam,East_Travel.xlsx,365,Medium,OK
POL007724,CUST01157,AG118,Motor,East,2024-12-19,2025-12-19,25729.0,1492282,Cancelled,Ekapad Banerjee,Ahmedabad,Gujarat,East_Travel.xlsx,365,Medium,OK
POL001492,CUST01646,AG087,Motor,East,2024-12-19,2025-12-19,20489.0,1044939,Cancelled,Chaman Sarraf,Mumbai,Arunachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL009477,CUST02983,AG018,Travel,East,2024-12-17,2025-12-17,11875.0,475000,Cancelled,Shivani Mahajan,Mumbai,Bihar,East_Travel.xlsx,365,Medium,OK
POL005457,CUST02367,AG015,Marine,East,2024-12-16,2025-12-16,138535.0,5957005,Lapsed,Ekiya Parikh,Jaipur,Odisha,East_Travel.xlsx,365,Very High,OK
POL005749,CUST00226,AG025,Travel,East,2024-12-16,2025-12-16,2259.0,171684,Active,Maya Hari,Hyderabad,Andhra Pradesh,East_Travel.xlsx,365,Low,OK
POL005879,CUST00588,AG050,Travel,East,2024-12-16,2025-12-16,9258.0,379578,Lapsed,Urishilla Tailor,Delhi,Uttar Pradesh,East_Travel.xlsx,365,Low,OK
POL007398,CUST02325,AG088,Marine,East,2024-12-16,2025-12-16,139020.0,6951000,Cancelled,Tripti Hari,Kolkata,Uttar Pradesh,East_Travel.xlsx,365,Very High,OK
POL008618,CUST02491,AG066,Home,East,2024-12-15,2025-12-15,45963.0,2941632,Active,Ira Zachariah,Patna,Kerala,East_Travel.xlsx,365,Medium,OK
POL008443,CUST01267,AG082,Commercial Property,East,2024-12-15,2025-12-15,944473.0,55723907,Active,Ekbal Sangha,Pune,Maharashtra,East_Travel.xlsx,365,Ultra High,OK
POL002420,CUST02916,AG037,Marine,East,2024-12-15,2025-12-15,76779.0,5220972,Cancelled,Sathvik Baral,Bhubaneswar,Karnataka,East_Travel.xlsx,365,High,OK
POL002755,CUST01776,AG079,Travel,East,2024-12-14,2025-12-14,6635.0,457815,Cancelled,Tristan Deshpande,Ahmedabad,Punjab,East_Travel.xlsx,365,Low,OK
POL006416,CUST02513,AG115,Marine,East,2024-12-12,2025-12-12,89054.0,6946212,Renewed,Shivani Pai,Mumbai,Assam,East_Travel.xlsx,365,High,OK
POL005073,CUST00095,AG022,Marine,East,2024-12-12,2025-12-12,186034.0,12278244,Cancelled,Anmol Krish,Pune,Andhra Pradesh,East_Travel.xlsx,365,Very High,OK
POL003949,CUST00105,AG073,Motor,East,2024-12-11,2025-12-11,32739.0,2913771,Lapsed,Noah Raj,Ahmedabad,Haryana,East_Travel.xlsx,365,Medium,OK
POL009321,CUST02761,AG044,Travel,East,2024-12-10,2025-12-10,6251.0,556339,Renewed,Daksha Nadig,Pune,Goa,East_Travel.xlsx,365,Low,OK
POL008730,CUST01901,AG114,Motor,East,2024-12-10,2025-12-10,34820.0,2924880,Active,Abeer Desai,Chandigarh,Tripura,East_Travel.xlsx,365,Medium,OK
POL002233,CUST01284,AG025,Travel,East,2024-12-09,2025-12-09,35902.0,775983,Active,Rudra D’Alia,Chandigarh,Andhra Pradesh,East_Travel.xlsx,365,Medium,OK
POL006019,CUST02979,AG034,Commercial Property,East,2024-12-09,2025-12-09,915814.0,90665586,Active,Tripti Korpal,Bhubaneswar,Chhattisgarh,East_Travel.xlsx,365,Ultra High,OK
POL006119,CUST01277,AG043,Marine,East,2024-12-09,2025-12-09,70288.0,3865840,Active,Ethan Arya,Bhubaneswar,Meghalaya,East_Travel.xlsx,365,High,OK
POL007809,CUST01554,AG003,Motor,East,2024-12-09,2025-12-09,24015.0,1536960,Expired,Maya Kala,Hyderabad,Manipur,East_Travel.xlsx,365,Medium,OK
POL004865,CUST00667,AG045,Travel,East,2024-12-09,2025-12-09,10934.0,470162,Renewed,Saanvi Gade,Pune,Punjab,East_Travel.xlsx,365,Medium,OK
POL008458,CUST00567,AG082,Marine,East,2024-12-08,2025-12-08,98388.0,3935520,Lapsed,Vanya Ravi,Mumbai,Punjab,East_Travel.xlsx,365,High,OK
POL006505,CUST02836,AG003,Home,East,2024-12-08,2025-12-08,51096.0,2401512,Renewed,Netra Bali,Jaipur,West Bengal,East_Travel.xlsx,365,High,OK
POL004603,CUST00516,AG090,Travel,East,2024-12-07,2025-12-07,9129.0,584256,Lapsed,Garima Pall,Pune,Tamil Nadu,East_Travel.xlsx,365,Low,OK
POL009071,CUST02416,AG068,Motor,East,2024-12-07,2025-12-07,7635.0,427560,Expired,Ansh Anand,Ahmedabad,Mizoram,East_Travel.xlsx,365,Low,OK
POL003849,CUST01473,AG078,Home,East,2024-12-05,2025-12-05,29581.0,1567793,Expired,Divya Dasgupta,Patna,Andhra Pradesh,East_Travel.xlsx,365,Medium,OK
POL005664,CUST02823,AG034,Marine,East,2024-12-05,2025-12-05,137593.0,13208928,Active,Xalak Subramaniam,Delhi,Karnataka,East_Travel.xlsx,365,Very High,OK
POL008872,CUST00937,AG087,Motor,East,2024-12-04,2025-12-04,33285.0,1697535,Active,Aadhya Prabhakar,Bangalore,Uttar Pradesh,East_Travel.xlsx,365,Medium,OK
POL003686,CUST01753,AG058,Home,East,2024-12-04,2025-12-04,50622.0,3897894,Cancelled,Eiravati Tripathi,Patna,Himachal Pradesh,East_Travel.xlsx,365,High,OK
POL001468,CUST01583,AG024,Travel,East,2024-12-04,2025-12-04,3927.0,286671,Cancelled,Ria Sant,Ahmedabad,Jharkhand,East_Travel.xlsx,365,Low,OK
POL009078,CUST01016,AG114,Motor,East,2024-12-03,2025-12-03,36843.0,1510563,Active,Raghav Sunder,Mumbai,Odisha,East_Travel.xlsx,365,Medium,OK
POL007827,CUST01671,AG044,Travel,East,2024-12-03,2025-12-03,14954.0,583206,Renewed,Lila Pal,Bangalore,Jharkhand,East_Travel.xlsx,365,Medium,OK
POL007942,CUST00061,AG019,Home,East,2024-12-03,2025-12-03,12894.0,1237824,Renewed,Lavanya Mistry,Delhi,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL003745,CUST01085,AG053,Home,East,2024-12-02,2025-12-02,64633.0,3554815,Lapsed,Aahana Natt,Pune,Maharashtra,East_Travel.xlsx,365,High,OK
POL003398,CUST01995,AG035,Travel,East,2024-12-02,2025-12-02,13735.0,1222415,Lapsed,Dipta Bhatia,Pune,Uttarakhand,East_Travel.xlsx,365,Medium,OK
POL001598,CUST00991,AG030,Commercial Property,East,2024-12-02,2025-12-02,107634.0,6888576,Active,Bhavani Lanka,Pune,Punjab,East_Travel.xlsx,365,Very High,OK
POL004320,CUST01395,AG028,Marine,East,2024-12-01,2025-12-01,170704.0,16387584,Renewed,Gaurangi Vohra,Kolkata,Arunachal Pradesh,East_Travel.xlsx,365,Very High,OK
POL003721,CUST00914,AG047,Travel,East,2024-12-01,2025-12-01,1265.0,64515,Expired,Veer Arora,Jaipur,Andhra Pradesh,East_Travel.xlsx,365,Low,OK
POL001582,CUST02456,AG030,Marine,East,2024-12-01,2025-12-01,28664.0,745264,Lapsed,Libni Bhakta,Pune,Mizoram,East_Travel.xlsx,365,Medium,OK
POL005329,CUST01908,AG031,Motor,East,2024-12-01,2025-12-01,27964.0,1314308,Expired,Warda Nadig,Chandigarh,Manipur,East_Travel.xlsx,365,Medium,OK
POL001805,CUST01831,AG040,Motor,East,2024-11-30,2025-11-30,35833.0,2472477,Active,Samar Suri,Pune,West Bengal,East_Travel.xlsx,365,Medium,OK
POL008089,CUST01463,AG102,Home,East,2024-11-30,2025-11-30,24870.0,1268370,Renewed,Kai Chakrabarti,Patna,Uttarakhand,East_Travel.xlsx,365,Medium,OK
POL001017,CUST01659,AG106,Motor,East,2024-11-29,2025-11-29,29221.0,2629890,Expired,Ekaja Lalla,Kolkata,Telangana,East_Travel.xlsx,365,Medium,OK
POL005342,CUST02606,AG087,Motor,East,2024-11-29,2025-11-29,9820.0,304420,Renewed,Fiyaz Mukherjee,Bangalore,Punjab,East_Travel.xlsx,365,Low,OK
POL003529,CUST01409,AG105,Travel,East,2024-11-28,2025-11-28,5222.0,349874,Renewed,Chaitanya Nayar,Jaipur,Tripura,East_Travel.xlsx,365,Low,OK
POL007537,CUST01549,AG028,Travel,East,2024-11-28,2025-11-28,6604.0,389636,Lapsed,Amara Talwar,Bangalore,Telangana,East_Travel.xlsx,365,Low,OK
POL006945,CUST00245,AG060,Home,East,2024-11-28,2025-11-28,54412.0,4625020,Active,Mugdha Wable,Ahmedabad,Meghalaya,East_Travel.xlsx,365,High,OK
POL001919,CUST01479,AG059,Travel,East,2024-11-27,2025-11-27,19713.0,551964,Renewed,Dayita Bhatti,Ahmedabad,Arunachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL000756,CUST01057,AG115,Home,East,2024-11-26,2025-11-26,69670.0,2786800,Cancelled,Zayan Aurora,Patna,Odisha,East_Travel.xlsx,365,High,OK
POL009885,CUST00938,AG104,Commercial Property,East,2024-11-26,2025-11-26,650368.0,20811776,Renewed,Pooja Cherian,Ahmedabad,Andhra Pradesh,East_Travel.xlsx,365,Ultra High,OK
POL002485,CUST01864,AG032,Travel,East,2024-11-26,2025-11-26,5434.0,510796,Lapsed,Omisha Nagar,Patna,Sikkim,East_Travel.xlsx,365,Low,OK
POL005281,CUST02942,AG104,Motor,East,2024-11-26,2025-11-26,6679.0,360666,Expired,Arya Pingle,Kolkata,Tamil Nadu,East_Travel.xlsx,365,Low,OK
POL008595,CUST00546,AG055,Travel,East,2024-11-25,2025-11-25,2673.0,61479,Renewed,Unknown,Chandigarh,Goa,East_Travel.xlsx,365,Low,Review
POL005701,CUST02755,AG058,Home,East,2024-11-24,2025-11-24,42394.0,975062,Cancelled,Ucchal Singhal,Hyderabad,Tamil Nadu,East_Travel.xlsx,365,Medium,OK
POL002103,CUST00347,AG069,Marine,East,2024-11-24,2025-11-24,157957.0,6318280,Renewed,Daksha Sandhu,Bangalore,Tamil Nadu,East_Travel.xlsx,365,Very High,OK
POL009986,CUST00169,AG051,Commercial Property,East,2024-11-24,2025-11-24,763486.0,35120356,Expired,Bhavya Sehgal,Chandigarh,Bihar,East_Travel.xlsx,365,Ultra High,OK
POL007738,CUST00545,AG076,Commercial Property,East,2024-11-23,2025-11-23,996685.0,30897235,Renewed,Shivani Srinivas,Jaipur,Meghalaya,East_Travel.xlsx,365,Ultra High,OK
POL003079,CUST00563,AG080,Marine,East,2024-11-23,2025-11-23,98380.0,5214140,Expired,Udarsh Taneja,Chennai,Madhya Pradesh,East_Travel.xlsx,365,High,OK
POL009847,CUST00274,AG109,Home,East,2024-11-22,2025-11-22,50954.0,4432998,Active,Aarnav Choudhary,Hyderabad,Nagaland,East_Travel.xlsx,365,High,OK
POL005473,CUST00225,AG107,Motor,East,2024-11-21,2025-11-21,13350.0,1201500,Lapsed,Urvi Ahluwalia,Kolkata,Rajasthan,East_Travel.xlsx,365,Medium,OK
POL007910,CUST00373,AG010,Marine,East,2024-11-20,2025-11-20,79904.0,2317216,Lapsed,Chaaya Golla,Chandigarh,Arunachal Pradesh,East_Travel.xlsx,365,High,OK
POL002371,CUST01489,AG107,Marine,East,2024-11-19,2025-11-19,138850.0,7497900,Active,Om Sane,Bhubaneswar,Arunachal Pradesh,East_Travel.xlsx,365,Very High,OK
POL001950,CUST01810,AG038,Motor,East,2024-11-19,2025-11-19,28099.0,1292554,Lapsed,Veda Gandhi,Pune,Meghalaya,East_Travel.xlsx,365,Medium,OK
POL008952,CUST02579,AG083,Motor,East,2024-11-19,2025-11-19,21371.0,512904,Active,Bhavya Kadakia,Patna,Maharashtra,East_Travel.xlsx,365,Medium,OK
POL005895,CUST01962,AG012,Travel,East,2024-11-18,2025-11-18,16652.0,1099032,Lapsed,Unknown,Pune,Chhattisgarh,East_Travel.xlsx,365,Medium,Review
POL009202,CUST01137,AG085,Marine,East,2024-11-18,2025-11-18,70300.0,3725900,Active,Anjali Raja,Chandigarh,Bihar,East_Travel.xlsx,365,High,OK
POL003019,CUST01268,AG050,Commercial Property,East,2024-11-17,2025-11-17,742636.0,46786068,Lapsed,Gavin Madan,Bangalore,Telangana,East_Travel.xlsx,365,Ultra High,OK
POL003738,CUST00442,AG077,Commercial Property,East,2024-11-16,2025-11-16,674149.0,45842132,Lapsed,David Buch,Delhi,Haryana,East_Travel.xlsx,365,Ultra High,OK
POL007703,CUST01434,AG004,Motor,East,2024-11-16,2025-11-16,18973.0,1726543,Cancelled,Gaurang Sha,Ahmedabad,Assam,East_Travel.xlsx,365,Medium,OK
POL003234,CUST01045,AG117,Motor,East,2024-11-16,2025-11-16,9253.0,360867,Renewed,Kamala Dewan,Ahmedabad,Karnataka,East_Travel.xlsx,365,Low,OK
POL000202,CUST01842,AG095,Home,East,2024-11-16,2025-11-16,9910.0,218020,Renewed,Urvashi Bhagat,Kolkata,Mizoram,East_Travel.xlsx,365,Low,OK
POL006573,CUST01586,AG001,Travel,East,2024-11-15,2025-11-15,13309.0,971557,Expired,Timothy Nanda,Ahmedabad,Chhattisgarh,East_Travel.xlsx,365,Medium,OK
POL005310,CUST01155,AG032,Commercial Property,East,2024-11-15,2025-11-15,35902.0,91982705,Cancelled,Madhav Mistry,Patna,Uttar Pradesh,East_Travel.xlsx,365,Medium,OK
POL007881,CUST01498,AG083,Home,East,2024-11-14,2025-11-14,32497.0,2762245,Expired,Madhav Nayak,Mumbai,Jharkhand,East_Travel.xlsx,365,Medium,OK
POL002911,CUST00042,AG078,Motor,East,2024-11-12,2025-11-12,35902.0,700245,Active,Abhiram Tailor,Ahmedabad,Andhra Pradesh,East_Travel.xlsx,365,Medium,OK
POL004080,CUST00773,AG071,Travel,East,2024-11-12,2025-11-12,14535.0,305235,Lapsed,Champak Kala,Mumbai,Goa,East_Travel.xlsx,365,Medium,OK
POL005232,CUST02074,AG047,Marine,East,2024-11-11,2025-11-11,117781.0,7302422,Active,Kashvi Wason,Bhubaneswar,Assam,East_Travel.xlsx,365,Very High,OK
POL006064,CUST00070,AG059,Travel,East,2024-11-11,2025-11-11,13117.0,813254,Renewed,Bhavna Mohan,Jaipur,Jharkhand,East_Travel.xlsx,365,Medium,OK
POL004961,CUST00919,AG012,Travel,East,2024-11-10,2025-11-10,15176.0,758800,Lapsed,Vritti Bava,Patna,Andhra Pradesh,East_Travel.xlsx,365,Medium,OK
POL004146,CUST02632,AG080,Commercial Property,East,2024-11-09,2025-11-09,800932.0,63273628,Lapsed,Faraj Kaur,Bangalore,Rajasthan,East_Travel.xlsx,365,Ultra High,OK
POL008716,CUST01448,AG001,Commercial Property,East,2024-11-09,2025-11-09,637082.0,57337380,Active,,Hyderabad,Assam,East_Travel.xlsx,365,Ultra High,OK
POL008491,CUST01495,AG058,Travel,East,2024-11-09,2025-11-09,11855.0,521620,Expired,Vedika Ranganathan,Chennai,Andhra Pradesh,East_Travel.xlsx,365,Medium,OK
POL002901,CUST02737,AG115,Home,East,2024-11-08,2025-11-08,12716.0,635800,Lapsed,Kevin Rajagopal,Jaipur,Gujarat,East_Travel.xlsx,365,Medium,OK
POL004075,CUST00301,AG015,Motor,East,2024-11-08,2025-11-08,20948.0,1361620,Lapsed,Devansh Peri,Mumbai,Goa,East_Travel.xlsx,365,Medium,OK
POL002568,CUST01424,AG105,Motor,East,2024-11-08,2025-11-08,18426.0,1695192,Active,Madhavi Chander,Bhubaneswar,Manipur,East_Travel.xlsx,365,Medium,OK
POL006654,CUST01586,AG103,Home,East,2024-11-08,2025-11-08,50950.0,3770300,Renewed,Timothy Nanda,Ahmedabad,Chhattisgarh,East_Travel.xlsx,365,High,OK
POL009554,CUST02835,AG060,Motor,East,2024-11-08,2025-11-08,15798.0,1153254,Cancelled,Gautam Chada,Bangalore,Punjab,East_Travel.xlsx,365,Medium,OK
POL000130,CUST00606,AG077,Motor,East,2024-11-07,2025-11-07,24145.0,2245485,Lapsed,Gopal Butala,Kolkata,Arunachal Pradesh,East_Travel.xlsx,365,Medium,OK
POL003052,CUST02995,AG023,Marine,East,2024-11-07,2025-11-07,83868.0,6457836,Renewed,George Samra,Kolkata,Sikkim,East_Travel.xlsx,365,High,OK
POL007731,CUST01157,AG067,Travel,East,2024-11-06,2025-11-06,13214.0,1136404,Lapsed,Ekapad Banerjee,Ahmedabad,Gujarat,East_Travel.xlsx,365,Medium,OK
POL001847,CUST02027,AG044,Commercial Property,East,2024-11-06,2025-11-06,420622.0,38697224,Cancelled,Veer Khanna,Chennai,Uttarakhand,East_Travel.xlsx,365,Very High,OK
